game_id,game_type,season,created,player_names,player_ids,player_leagues,player_races,player_orders,map_id,map_name,turn_count,replay_fetched,player_winner,engine
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgpIixpwoM,5,7,2016-12-22 14:22:24,"{zulzim,jhuntley11,razzduboule,DDukaj15}","{21284,39913,1909,40208}","{4,4,4,4}","{2,4,4,3}",\N,11,Acrospire,45,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDguIrBqQoM,5,7,2016-12-08 12:11:49,"{idahoquantum,dnomnom,DaeCuAra,bitsow}","{164377,21537,164345,176971}","{3,3,3,3}","{2,2,3,3}",\N,8,Blitz Beach,38,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg-NDEsAoM,4,7,2016-12-02 22:47:15,"{""aymor 2000"",>>wolfie<<,Cedmt,""bassma 15""}","{178436,176630,178450,45011}","{0,0,0,0}","{3,4,3,3}",\N,8,Blitz Beach,5,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtIfmoAkM,5,7,2016-12-31 23:16:24,"{RWKChan,Awaaaaa?!?,Gamtruly,daveliu02}","{55763,176737,55791,104818}","{5,2,5,1}","{2,2,1,3}",\N,18,Mechanism,16,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg1Nb3qwsM,5,7,2016-12-31 20:51:51,"{chelsea4-4-2,tomasthundiyil,""Holy R0ll3r"",Sp1der.29}","{65461,32762,43436,166560}","{4,4,4,2}","{2,3,1,3}",\N,1,Machination,20,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICg17ONrwkM,5,7,2016-12-31 20:36:55,"{red0rca,Supercords,WojoVaults,chelsea4-4-2}","{573,43117,1716,65461}","{4,4,4,4}","{2,1,3,2}",\N,1,Machination,101,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgjMzAsAoM,5,7,2016-12-31 21:55:22,"{Cade878877,Jackc53,""^DARK ASSASSIN*"",Intimidation}","{179315,65590,179241,163337}","{0,1,0,1}","{4,2,1,2}",\N,17,Sugar Rock,26,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg9LaEswkM,5,7,2016-12-31 20:41:19,"{Sgoodi0113,""~ mhysa of dragons ~"",bejoselino5,pïdge}","{98206,2913,179204,319}","{2,2,0,2}","{3,4,3,4}",\N,17,Sugar Rock,24,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg9L3YvwsM,5,7,2016-12-31 19:28:48,"{CaitlinR,""buggy cranch"",Droperidol.,pvmarcos}","{179109,24249,52174,164417}","{0,3,4,3}","{4,3,3,2}",\N,11,Acrospire,58,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtM6jqwsM,5,7,2016-12-31 19:20:04,"{madden,Vader128,""This Guy Never"",Takachsin26}","{125402,171606,174629,173329}","{0,1,0,1}","{2,1,2,2}",\N,17,Sugar Rock,4,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtPWrvgoM,5,7,2016-12-31 18:56:27,"{MatchStickNate,pïdge,Uncraser,""~ mhysa of dragons ~""}","{15987,319,178733,2913}","{0,2,0,2}","{2,4,3,4}",\N,1,Machination,25,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg1PqItwoM,5,7,2016-12-31 17:04:06,"{clover_41,Jmecca9,sithlord42,""Blip Blop Snipe""}","{17014,29860,78103,26403}","{4,4,4,4}","{3,3,2,2}",\N,5,Candy Core Mine,47,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg9MnavQoM,5,7,2016-12-31 16:15:38,"{Ryzuma,austin003,->r1kz<-,DrFelienne}","{641,4676,16714,178986}","{0,2,0,0}","{2,3,3,3}",\N,5,Candy Core Mine,15,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgpLCdoQoM,5,7,2016-12-31 16:29:16,"{Dishboy4rent,""Blip Blop Snipe"",-Fammo-,Jmecca9}","{38346,26403,1810,29860}","{4,4,4,4}","{3,3,4,3}",\N,17,Sugar Rock,52,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtJn_4woM,5,7,2016-12-31 15:51:39,"{BoriPR1115,aengus53,Pea0715,Darienthebest}","{178549,137305,178552,53396}","{1,1,1,1}","{2,3,4,4}",\N,8,Blitz Beach,18,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg1MafoAoM,5,7,2016-12-31 15:58:47,"{cjmtrip,E6ric26,Mezmerial,Brent41588}","{178499,169848,178494,41511}","{3,3,3,2}","{1,2,4,3}",\N,5,Candy Core Mine,23,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtJHZsQsM,5,7,2016-12-31 14:59:09,"{""people in purple"",Taerigi,.withoutfear.,echoron}","{38909,177948,173178,177949}","{3,3,2,3}","{1,1,3,3}",\N,1,Machination,28,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgpJ2FuQkM,4,7,2016-12-31 14:04:22,"{""Philip Varen"",.GreggA.,JonHarg,malcolmseegers}","{2746,2481,2482,3264}","{0,0,0,0}","{3,2,2,2}",\N,11,Acrospire,95,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgqJOm_gsM,5,7,2016-12-31 13:38:46,"{Giggo73,sturza,CiscoHawk,Markuz513}","{40483,2604,176710,173813}","{0,2,0,1}","{3,1,3,3}",\N,5,Candy Core Mine,107,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg1Nz6sgoM,5,7,2016-12-31 13:54:43,"{MHunty12,echoron,dudems,Taerigi}","{168190,177949,177976,177948}","{2,3,1,3}","{1,1,3,3}",\N,1,Machination,37,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgpOfVqwsM,5,7,2016-12-31 13:31:15,"{Sulmaninator,""Holy R0ll3r"",rayz6234,chelsea4-4-2}","{93491,43436,73213,65461}","{4,4,4,4}","{3,3,1,2}",\N,18,Mechanism,34,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtOzY8AgM,5,7,2016-12-31 14:00:35,"{""Philly Brewer"",echoron,Parmeniotrue,Taerigi}","{157885,177949,156719,177948}","{3,3,3,3}","{3,3,2,1}",\N,18,Mechanism,30,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtMmlqAoM,5,7,2016-12-31 09:20:04,"{g1ddy25,Jasper22:),CallidusOne,[EdField]}","{3233,5589,179274,173137}","{2,2,0,2}","{2,1,3,3}",\N,18,Mechanism,8,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg6OjDsQoM,5,7,2016-12-31 04:24:55,"{""DanB Utah"",sdmario,red0rca,mr_13en}","{2001,36098,573,32080}","{4,4,4,4}","{3,3,2,4}",\N,11,Acrospire,62,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg5O7R8AkM,5,7,2016-12-31 05:26:03,"{razzduboule,""Blip Blop Snipe"",zulzim,Jmecca9}","{1909,26403,21284,29860}","{4,4,4,4}","{4,3,1,3}",\N,8,Blitz Beach,62,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg1NLk5gsM,5,7,2016-12-31 05:24:07,"{zulzim,Arthurdbco,razzduboule,Ryzuma}","{21284,67772,1909,641}","{4,4,4,4}","{2,2,3,3}",\N,1,Machination,46,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg9O7jrgkM,4,7,2016-12-31 04:20:03,"{zoidbergisking,.Boomstyx.,""G GN0ME "",split-shift}","{115000,61354,178461,178375}","{0,0,0,0}","{4,3,3,3}",\N,1,Machination,2,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgtPOmtQkM,5,7,2016-12-31 04:20:07,"{Darienthebest,amydoubleaf,HydroKyle240,Greenchess18}","{53396,177892,178695,39128}","{0,0,0,2}","{3,3,3,1}",\N,1,Machination,4,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg5IyO-woM,5,7,2016-12-31 02:41:17,"{""~ mhysa of dragons ~"",g1ddy25,pïdge,sturza}","{2913,3233,319,2604}","{2,2,2,2}","{1,1,4,2}",\N,1,Machination,44,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDgpKCyuAkM,5,7,2016-12-31 02:18:39,"{WojoVaults,-Fammo-,godlee,Dishboy4rent}","{1716,1810,155096,38346}","{4,4,4,4}","{2,2,3,3}",\N,18,Mechanism,31,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDglNqIsgoM,5,7,2016-12-31 02:52:26,"{JonHarg,Pyp3r,""Philip Varen"",Mintybreath}","{2482,757,2746,129023}","{3,3,3,3}","{2,1,3,2}",\N,17,Sugar Rock,62,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgIDg6K-8tAoM,5,7,2016-12-31 01:15:51,"{GreatGonzales,daileader,Supercords,->r1kz<-}","{153,67733,43117,16714}","{4,3,3,4}","{2,3,2,1}",\N,17,Sugar Rock,131,t,2,1603
