game_id,game_type,season,created,player_names,player_ids,player_leagues,player_races,player_orders,map_id,map_name,turn_count,replay_fetched,player_winner,engine
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQjeTKsAoM,5,7,2021-08-29 15:18:07,"{Resolverinn,Taerigi,CiscoHawk1,echoron}","{2192,177948,176710,177949}","{4,4,4,4}","{2,2,3,3}",\N,17,Sugar Rock,45,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQtd-gkwgM,5,7,2021-08-29 09:16:30,"{(>00)>MrNuke8999<(00<),!Defenestrator!,BoogalooBobby,mcsegameguy99}","{26349,1672032,30650,1613}","{2,2,0,2}","{2,2,3,2}",\N,5,Candy Core Mine,75,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQtc_B8QgM,5,7,2021-08-01 12:27:02,"{.-DuMontster-.,bawk11,WojoVaults,baustin42}","{37625,26276,1716,162659}","{4,4,4,4}","{2,2,1,3}",\N,8,Blitz Beach,49,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQteCCqwkM,5,7,2021-08-01 07:42:58,"{Pyp3r,blauentag,HVZN1,beepea8}","{757,182,68450,312}","{4,4,4,4}","{2,3,1,2}",\N,17,Sugar Rock,35,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQtbTgjAoM,5,7,2021-08-04 13:59:13,"{!Defenestrator!,Playz4Fr_E,mcsegameguy99,Philboh}","{1667521,25507,1613,20399}","{2,2,2,2}","{2,3,4,1}",\N,11,Acrospire,25,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQzban8QgM,5,7,2021-08-04 07:53:53,"{chelsea4-4-2,Camavan,Ram3001,echoron}","{65461,195253,176074,177949}","{4,5,4,5}","{2,2,3,3}",\N,17,Sugar Rock,32,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQjcG7qAsM,5,7,2021-08-03 14:22:44,"{karakabang,g1ddy25,*.melo85.*,JGidman}","{2992,3233,4387,1203}","{1,1,1,1}","{3,1,4,3}",\N,18,Mechanism,5,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQrdjtqwkM,5,7,2021-08-01 19:45:06,"{Tidders,chelsea4-4-2,""* J Money *"",Shem43}","{4264,65461,26540,195805}","{2,4,4,0}","{3,4,2,3}",\N,17,Sugar Rock,18,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQjeKzzgkM,5,7,2021-08-01 12:49:46,"{mustapuna,terpfan1001,""* J Money *"",baustin42}","{12813,7650,26540,162659}","{4,4,4,4}","{2,2,2,3}",\N,11,Acrospire,114,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQjcODuAkM,5,7,2021-08-23 09:44:58,"{Swanny1416,OGMuddyHell,stonecolddonny,.-DuMontster-.}","{138574,191927,192237,37625}","{4,3,4,3}","{2,1,3,2}",\N,5,Candy Core Mine,33,t,2,1603
