game_id,game_type,season,created,player_names,player_ids,player_leagues,player_races,player_orders,map_id,map_name,turn_count,replay_fetched,player_winner,engine
ag5vdXR3aXR0ZXJzZ2FtZXIRCxIIR2FtZVJvb20Yodi6AQw                 ,3,1,2012-11-01 08:20:41,"{joelduque,GreatGonzales}","{856,153}","{5,5}","{3,1}",\N,10,Sharkfood Island,50,t,2,1000
ag5vdXR3aXR0ZXJzZ2FtZXIRCxIIR2FtZVJvb20Y47PpAQw                 ,3,1,2012-11-01 09:29:59,"{sethmd73,""Someones Gotta Lose""}","{683,1197}","{4,4}","{2,2}",\N,10,Sharkfood Island,18,t,2,1000
ag5vdXR3aXR0ZXJzZ2FtZXIRCxIIR2FtZVJvb20YyJLZAQw                 ,5,1,2012-11-01 03:09:05,"{Alvendor,myninja208,blueswimmer95,myninja527}","{2,1208,90,890}","{4,3,4,3}","{1,1,2,3}",\N,5,Candy Core Mine,33,t,2,1000
