game_id,game_type,season,created,player_names,player_ids,player_leagues,player_races,player_orders,map_id,map_name,turn_count,replay_fetched,player_winner,engine
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8uW9_QoM    ,3,7,2019-06-16 23:41:34,"{Raymoor,Wolfpackred78}","{76537,190378}","{2,1}","{4,4}",\N,3,Foundry (V2),15,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQitnapAkM    ,3,7,2019-06-16 00:22:01,"{tursiops86,lookout4that}","{3856,160273}","{3,3}","{3,2}",\N,3,Foundry (V2),16,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQypOJhQkM    ,3,7,2019-06-16 00:23:30,"{Shawnsil89,<ICEMAN1212>}","{39237,59914}","{3,3}","{4,2}",\N,3,Foundry (V2),14,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQko275QgM    ,3,7,2019-06-16 16:01:44,"{ICameInLikeAWreckingBall,.-DuMontster-.}","{38859,37625}","{4,4}","{2,2}",\N,3,Foundry (V2),22,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQiqbQ8AsM    ,3,7,2019-06-16 07:47:06,"{brianpf28,gnoomes}","{40316,1654}","{4,4}","{2,3}",\N,3,Foundry (V2),16,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQyrLX_wgM    ,3,7,2019-06-16 08:07:32,"{jaydat86,ICameInLikeAWreckingBall}","{38555,38859}","{4,4}","{1,2}",\N,3,Foundry (V2),12,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQqrf98QsM    ,2,7,2019-06-16 23:56:44,"{Mxkjk2,""Homestar Jr.""}","{37165,33393}","{0,0}","{1,2}",\N,4,Glitch,12,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQss-C7QsM    ,2,7,2019-06-16 23:55:48,"{""Homestar Jr."",Garlumpkin}","{33393,180904}","{0,0}","{4,4}",\N,4,Glitch,21,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQorL59gkM    ,3,7,2019-06-16 22:55:46,"{HartJJ73,nemmy825}","{42252,75330}","{2,2}","{1,3}",\N,3,Foundry (V2),9,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8r7hpwkM    ,3,7,2019-06-16 21:49:21,"{Jessimacuh,PikeCrateKid12!}","{20049,190687}","{1,1}","{1,1}",\N,4,Glitch,10,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQsq_3sQsM    ,3,7,2019-06-16 22:10:48,"{""Necrotic Soul"",TheGreatTiki}","{178491,9454}","{3,3}","{4,2}",\N,4,Glitch,16,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQso-l6QsM    ,3,7,2019-06-16 22:16:49,"{alexivancobo,pokerbang}","{182365,1678}","{3,3}","{2,1}",\N,4,Glitch,40,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8oqCqgkM    ,3,7,2019-06-16 21:07:13,"{BuffBrontosaurus7409,arco-san}","{190005,29259}","{3,3}","{3,4}",\N,9,Long Nine,14,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQyqHG-QgM    ,3,7,2019-06-16 22:16:03,"{Jessimacuh,PikeCrateKid12!}","{20049,190687}","{1,1}","{1,4}",\N,7,Peekaboo,11,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8vLT_QgM    ,3,7,2019-06-16 22:55:12,"{IntrusiveCalling4,Shavy55}","{190316,23170}","{3,3}","{3,1}",\N,7,Peekaboo,31,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQirj07AoM    ,3,7,2019-06-16 22:53:44,"{bcuster,Rickincanton}","{2223,15485}","{4,3}","{1,3}",\N,13,Reaper,13,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ6sSDqQsM    ,3,7,2019-06-16 21:34:27,"{!-_Goddess_-!,flywitheagles}","{173640,39314}","{2,2}","{1,4}",\N,13,Reaper,27,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8uW9_QkM    ,3,7,2019-06-16 22:53:59,"{studiqi,Shavy55}","{188603,23170}","{3,3}","{3,1}",\N,13,Reaper,10,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ0rzEmwgM    ,3,7,2019-06-16 23:48:37,"{chainsaw76,--<цукерман>--}","{17406,6312}","{4,4}","{3,3}",\N,13,Reaper,53,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQqq7U5QgM    ,3,7,2019-06-16 21:27:15,"{KingDiv74,fishyboy2}","{189047,181128}","{3,3}","{1,3}",\N,10,Sharkfood Island,4,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQqoCQggoM    ,2,7,2019-06-16 22:17:29,"{sleuthe,ridgway}","{186614,186615}","{0,0}","{1,1}",\N,10,Sharkfood Island,16,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQsoT4tQkM    ,2,7,2019-06-16 21:40:50,"{incognito1520,TheSniper1325}","{1876,2021}","{0,0}","{4,2}",\N,10,Sharkfood Island,34,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQirP16goM    ,3,7,2019-06-16 21:30:16,"{""  L3anne.72  "",TheCondimentKing}","{187973,133317}","{3,3}","{1,1}",\N,10,Sharkfood Island,27,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQiuiSuAkM    ,3,7,2019-06-16 20:59:39,"{flywitheagles,astuto1971}","{39314,10192}","{2,2}","{4,3}",\N,14,Skull Duggery,23,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ4o_46wgM    ,3,7,2019-06-16 22:58:40,"{Uconn1029,DarkMage49}","{34361,190494}","{1,1}","{3,3}",\N,6,Sweetie Plains,6,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQyoLBtQsM    ,3,7,2019-06-16 21:10:32,"{teacherofk,!-_Goddess_-!}","{153115,173640}","{2,2}","{2,1}",\N,6,Sweetie Plains,42,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8qW6rwkM    ,3,7,2019-06-16 22:52:40,"{tursiops86,studiqi}","{3856,188603}","{3,3}","{3,3}",\N,6,Sweetie Plains,41,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQks2eowoM    ,3,7,2019-06-16 21:39:47,"{arco-san,tursiops86}","{29259,3856}","{3,3}","{1,3}",\N,16,Sweet Tooth,28,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQysH3kAgM    ,3,7,2019-06-16 22:01:39,"{Ravenplume,!-_Goddess_-!}","{190477,173640}","{2,2}","{3,1}",\N,12,Thorn Gulley,22,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ6qSh_AsM    ,3,7,2019-06-16 23:01:57,"{""i am todd"",TikiBeeki}","{4198,18079}","{3,3}","{4,1}",\N,15,War Garden,20,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQirr1ugoM    ,3,7,2019-06-16 17:00:49,"{terrywiu,stac1nator429}","{6598,137498}","{3,3}","{3,3}",\N,15,War Garden,27,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQotLbowsM    ,3,7,2019-06-16 21:27:18,"{nbrj,B1gD0gg95}","{22727,155077}","{2,2}","{4,2}",\N,15,War Garden,13,t,1,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQkuXhsAoM    ,5,7,2019-06-16 20:37:35,"{SuperPrime01,uckfou,WakandaMan,FalconLXXXII}","{183376,14317,180124,26358}","{0,1,0,2}","{1,2,3,4}",\N,8,Blitz Beach,77,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQyv-HrQsM    ,5,7,2019-06-16 21:26:48,"{Humair5945,bawk11,pvmarcos,1Ricky_Dee1}","{179977,26276,164417,33306}","{3,0,2,0}","{3,2,3,1}",\N,5,Candy Core Mine,15,t,2,1603
ahRzfm91dHdpdHRlcnNnYW1lLWhyZHIVCxIIR2FtZVJvb20YgICQ8u6g9QoM    ,5,7,2019-06-16 20:23:44,"{tarzanned,cmss220,Vitessa!,E6ric26}","{190079,134561,1963,169848}","{4,4,4,4}","{3,2,3,3}",\N,18,Mechanism,29,t,2,1603
